id,date_created,date_updated,name,description,feast_code,notes,month,day,prefix,created_by_id,last_updated_by_id
2360,2023-06-07 20:15:43.561765+00,2023-07-17 18:39:42.422392+00,"Abdonis, Sennis","Abdon and Sennen, Martyrs",14073000,,7,30,14,,
2311,2023-06-07 20:15:43.762321+00,2023-07-17 18:39:42.284112+00,Acacii et sociorum,"Acacius and Companions, Martyrs",14062220,,6,22,14,,
2104,2023-06-07 20:15:45.927007+00,2023-07-17 18:39:40.531383+00,Ad Nunc Dimittis TP,"Antiphons for the Nunc Dimittis canticle, Eastertide",16005080,,,,16,,
2228,2023-06-07 20:15:46.67388+00,2023-07-17 18:39:40.536614+00,Adalberti,"Adalbert of Prague, Bishop and Martyr",14042310,,4,23,14,,
2092,2023-06-07 20:15:46.826891+00,2023-07-17 18:39:40.537911+00,"Adalberti,8",In week after Adalbert,14042318,,,,14,,
4552,2023-06-07 20:15:46.97134+00,2023-07-17 18:39:40.539227+00,Adalhardi Corbeiensis,"Adalard (Adalhard) of Corbie, Abbot",14010220,"Holweck, p. 14;",1,2,14,,
2722,2023-06-07 20:15:47.125774+00,2023-07-17 18:39:40.54057+00,Adalheidae,"Adelaide, Empress",14121600,Empress (931-999),12,16,14,,
2516,2023-06-07 20:15:47.724082+00,2023-07-17 18:39:40.543158+00,Adriani,"Adrian, Martyr",14091000,,9,10,14,,
2517,2023-06-07 20:15:48.304027+00,2023-07-17 18:39:40.545736+00,Aegidii,"Aegidius (Giles), Abbot",14090100,,9,1,14,,
4527,2023-06-07 20:15:48.448587+00,2023-07-17 18:39:40.547025+00,"Aemigdii, Episc. et Martyr","Emygdius (Emidius), Bishop Martyr",14080530,"Holweck, p. 319; celebrated on Aug. 9 after 1913",8,5,14,,
4263,2023-06-07 20:15:48.600126+00,2023-07-17 18:39:40.548289+00,Aemiliani Cucullati,"Aemilianus Cucullatus, Confessor, Relics in San Millan de la Cogolla",14111220,,,,14,,
2435,2023-06-07 20:15:48.885545+00,2023-07-17 18:39:40.549587+00,Afrae,"Afra, Martyr",14080500,,8,5,14,,
2436,2023-06-07 20:15:49.098342+00,2023-07-17 18:39:40.5509+00,Agapiti,"Agapitus, Martyr",14081800,,8,18,14,,
1482,2023-06-07 20:15:49.256996+00,2023-07-17 18:39:40.552179+00,"Agapiti,8",In week after Agapitus,14081808,,,,14,,
2183,2023-06-07 20:15:49.930662+00,2023-07-17 18:39:40.553411+00,Agathae,"Agatha, Virgin Martyr",14020500,,2,5,14,,
1483,2023-06-07 20:15:50.087149+00,2023-07-17 18:39:40.554639+00,"Agathae,8",In week after Agatha,14020508,,,,14,,
2116,2023-06-07 20:15:50.720411+00,2023-07-17 18:39:40.555868+00,Agnetis,"Agnes, Virgin Martyr",14012100,,1,21,14,,
4264,2023-06-07 20:15:50.857853+00,2023-07-17 18:39:40.557103+00,Agnetis Assisiensis,"Agnes of Assisi, younger sister to Clare",14111610,,,,14,,
4612,2024-07-13 04:38:16.435817+00,2024-07-13 04:38:16.435835+00,Agnetis secundo,"The memory of Agnes (""a remnant of an ancient octave,"" Holweck, p. 33)",14012840,"Holweck, p. 33;",1,28,14,613,
1484,2023-06-07 20:15:51.06708+00,2023-07-17 18:39:40.558333+00,"Agnetis,8",In week after Agnes,14012108,,,,14,,
2518,2023-06-07 20:15:51.234719+00,2023-07-17 18:39:40.559555+00,Aichardi,"Aichardus (Achard, Aichadrus, Aycadrius), Abbot",14091520,,9,15,14,,
2312,2023-06-07 20:15:51.396804+00,2023-07-17 18:39:40.560791+00,"Albani, Mart.","Albanus (Alban) of Mainz, Martyr",14062100,,6,21,14,,
2437,2023-06-07 20:15:51.552676+00,2023-07-17 18:39:40.562016+00,Alberti,"Albert of Trapani, Confessor and Carmelite Friar",14080720,,8,7,14,,
2801,2023-06-07 20:15:51.696265+00,2023-07-17 18:39:40.563245+00,Alberti Magni,"Albert the Great (Albertus Magnus), Bishop of Regensburg and ""Doctor Universalis""",14111550,"Holweck, pp. 40-41;",11,15,14,,
2210,2023-06-07 20:15:51.849539+00,2023-07-17 18:39:40.564462+00,"Albini, Epi.","Albinus (Aubin), Bishop of Angers",14030100,,3,1,14,,
2117,2023-06-07 20:15:52.022604+00,2023-07-17 18:39:40.56569+00,Aldegundis,"Aldegundis, Virgin",14013000,,1,30,14,,
2257,2023-06-07 20:15:52.277458+00,2023-07-17 18:39:40.566933+00,Alexandri et sociorum,"Alexander and Eventius, Martyrs",14050310,,5,3,14,,
2361,2023-06-07 20:15:52.423577+00,2023-07-17 18:39:40.568452+00,Alexis,"Alexis, the Man of God",14071700,,7,17,14,,
4170,2023-06-07 20:15:52.576858+00,2023-07-17 18:39:40.569677+00,Aloisii Gonzagae,"Aloysius (Luigi) Gonzaga, Confessor, Patron of youthful Catholic students",14062120,"Holweck, p. 52;",6,21,14,,
4617,2024-08-27 18:29:32.116317+00,2024-08-27 18:29:32.116345+00,Alphegi,"Alphege (Aelfeah, Elphege, Aelfeach),Archbishop of Canterbury (1006-1012)",14041920,"Holweck, p.316;",4,19,14,12877,
4171,2023-06-07 20:15:52.71256+00,2023-07-17 18:39:40.570953+00,Alphonsi Mariae de Ligorio,"Alphonsus Maria de Liguori, Bishop, Confessor, Doctor of the Church",14080210,"Holweck, p. 53;",8,2,14,,
2184,2023-06-07 20:15:52.922892+00,2023-07-17 18:39:40.572232+00,Amandi,"Amand (Amandus), Bishop",14020620,,2,6,14,,
2583,2023-06-07 20:15:53.110205+00,2023-07-17 18:39:40.573473+00,Amati,"Amatus, Bishop of Sens",14101900,,10,19,14,,
2258,2023-06-07 20:15:53.271494+00,2023-07-17 18:39:40.574707+00,Amatoris,"Amator (Amatre), Bishop of Auxerre",14050130,,5,1,14,,
2229,2023-06-07 20:15:53.514147+00,2023-07-17 18:39:40.575935+00,Ambrosii,"Ambrose, Bishop of Milan, Doctor",14040400,,4,4,14,,
2230,2023-06-07 20:15:53.696899+00,2023-07-17 18:39:40.577159+00,Ambrosii TP,"Ambrose, Eastertide",14040480,,4,4,14,,
2118,2023-06-07 20:15:53.847357+00,2023-07-17 18:39:40.578382+00,Anastasii,"Anastasius the Persian, Martyr",14012210,,1,22,14,,
2661,2023-06-07 20:15:54.499486+00,2023-07-17 18:39:40.579586+00,Andreae,"Andrew, Apostle",14113000,,11,30,14,,
4172,2023-06-07 20:15:54.641202+00,2023-07-17 18:39:40.580825+00,Andreae Avellini,"Andrew, Avellino (Lancelotto), Confessor",14111010,"Holweck, p. 72;",11,10,14,,
2185,2023-06-07 20:15:54.781132+00,2023-07-17 18:39:42.423562+00,Andreae Corsini,"Andrew Corsini, Carmelite ""apostle of Florence""",14020400,"14th century Carmelite who is called ""the apostle of Florence;"" canonized in 1629;",2,4,14,,
1485,2023-06-07 20:15:54.976626+00,2023-07-17 18:39:40.582044+00,"Andreae,8",In week after Andrew,14113008,,,,14,,
4173,2023-06-07 20:15:55.115146+00,2023-07-17 18:39:40.583282+00,Angelae Mericiae,"Angela Merici, Virgin, Foundress of the Ursuline Order of Nuns",14053120,"Holweck, p. 75;",5,31,14,,
2662,2023-06-07 20:15:55.430437+00,2023-07-17 18:39:40.585756+00,Aniani,"Anianus (Aignan), Bishop of Orleans",14111710,,11,17,14,,
2362,2023-06-07 20:15:55.727997+00,2023-07-17 18:39:40.586975+00,Annae,"Anne, Mother of Mary",14072610,,7,26,14,,
4492,2023-06-07 20:15:56.506867+00,2023-07-17 18:39:42.286485+00,"Annuntiatio Mariae, Dom. infra oct.",Sunday after Annunciation of Mary,14032501,,,,14,,
1486,2023-06-07 20:15:56.685248+00,2023-07-17 18:39:42.282916+00,"Annuntiatio Mariae,8",In week after Annunciation of Mary,14032508,,,,14,,
2212,2023-06-07 20:15:56.853324+00,2023-07-17 18:39:40.659647+00,Annuntiatio TP,"Annunciation of Mary, Eastertide",14032580,,3,25,14,,
4174,2023-06-07 20:15:56.987574+00,2023-07-17 18:39:40.590631+00,Anselmi,"Anselm, Bishop, Confessor, Doctor of the Church",14042100,"Holweck, pp. 81-2;",4,21,14,,
2186,2023-06-07 20:15:57.147898+00,2023-07-17 18:39:40.591965+00,Ansgarii,"Anskar, Bishop and Confessor",14020310,Dates: 801-865,2,3,14,,
2119,2023-06-07 20:15:57.697457+00,2023-07-17 18:39:40.594454+00,Antonii,"Antony, Abbot",14011700,,1,17,14,,
4175,2023-06-07 20:15:57.835359+00,2023-07-17 18:39:42.424731+00,Antonii Mariae Claret,"Antonio Maria Claret y Clara, Bishop, Confessor, Spanish Prelate and Missionary",14102330,,10,23,14,,
4176,2023-06-07 20:15:57.986312+00,2023-07-17 18:39:40.59569+00,Antonii Mariae Zaccaria,"Antonio Maria Zaccaria, Confessor, Founder of the Clerks Regular of St. Paul (Barnabites)",14070500,"Holweck, p. 90;",7,5,14,,
2313,2023-06-07 20:15:58.204042+00,2023-07-17 18:39:40.596923+00,Antonii Patavini,"Anthony of Padua, Doctor",14061300,,6,13,14,,
2519,2023-06-07 20:15:58.402486+00,2023-07-17 18:39:40.598145+00,Antonini,"Antoninus, Martyr",14090200,"Holweck, p. 87;",9,2,14,,
4177,2023-06-07 20:15:58.575405+00,2023-07-17 18:39:40.599417+00,Antonini Episcopi,"Antoninus, Archbishop of Florence",14051010,"Holweck, pp. 86-7;",5,10,14,,
2363,2023-06-07 20:15:58.804814+00,2023-07-17 18:39:40.600659+00,Apollinaris,"Apollinaris, Bishop of Ravenna",14072320,,7,23,14,,
4178,2023-06-07 20:15:58.94845+00,2023-07-17 18:39:40.601893+00,Apolloniae,"Apollonia, Virgin Martyr",14020900,"Holweck, p. 96;",2,9,14,,
2120,2023-06-07 20:15:59.47356+00,2023-07-17 18:39:40.60433+00,"Aquilae, Priscae","Aquila and Prisca, Virgin Martyrs",14011810,,1,18,14,,
4613,2024-07-14 21:47:26.508455+00,2024-07-14 21:47:26.508494+00,Arbogasti Argentoratensis,"Arbogast, Bishop of Strasbourg",14072120,"Holweck, pp. 99-100; https://www.deutsche-biographie.de/pnd102534500.html?language=en",7,21,14,613,
4553,2023-06-07 20:15:59.6181+00,2023-07-17 18:39:40.605555+00,Aredii Nivernensis,"Aredius (Aregius, Arigius, Agricius, Aré) of Nevers, Bishop",14081660,"Holweck, p. 102;",8,16,14,,
2438,2023-06-07 20:15:59.779335+00,2023-07-17 18:39:40.606788+00,Arnulfi,"Arnulf, Bishop of Metz",14081600,,8,16,14,,
2364,2023-06-07 20:15:59.979122+00,2023-07-17 18:39:40.60801+00,Arnulfi Metensis,"Arnulfus (Arnoul), Bishop of Metz",14071810,,7,18,14,,
1490,2023-06-07 20:16:00.956108+00,2023-07-17 18:39:40.610456+00,"Ascensio Domini,8",In week after Ascension,08065008,,,,08,,
4206,2023-06-07 20:16:01.299523+00,2023-07-17 18:39:40.611677+00,"Ascensionis Domini, in vigilia",Eve of Ascension,08064001,"^formerly ""Vig. Ascensionis Domini""",,,08,,
1491,2023-06-07 20:16:02.459705+00,2023-07-17 18:39:40.614094+00,"Assumptio Mariae,8",In week after Assumption of Mary,14081508,,,,14,,
2260,2023-06-07 20:16:02.624843+00,2023-07-17 18:39:40.615311+00,Athanasii,"Athanasius, Archbishop of Alexandria",14050200,,5,2,14,,
4611,2024-07-13 04:19:34.5162+00,2024-07-13 04:19:34.516226+00,Attalae,"Attala (Atala, Attalia, Attale) of Strasbourg, first abbess of convent of St Stephen",14120310,"Holweck, pp. 115-16;",12,3,14,613,
2723,2023-06-07 20:16:02.803454+00,2023-07-17 18:39:40.616549+00,Auberti,"Aubert (Aubertus), Bishop of Cambrai",14121310,,12,13,14,,
2440,2023-06-07 20:16:03.006322+00,2023-07-17 18:39:40.617815+00,Audoeni,"Audoenus (Ouen), Bishop of Rouen",14082410,,8,24,14,,
2520,2023-06-07 20:16:03.157674+00,2023-07-17 18:39:40.619049+00,Audomari,"Audomarus (Omer), Bishop",14090920,,9,9,14,,
2441,2023-06-07 20:16:03.506041+00,2023-07-17 18:39:40.620273+00,Augustini,"Augustine, Bishop and Doctor",14082800,,8,28,14,,
2261,2023-06-07 20:16:03.65865+00,2023-07-17 18:39:40.621481+00,Augustini Cant.,"Augustine (Austin), of Canterbury",14052610,,5,26,14,,
4528,2023-06-07 20:16:03.800423+00,2023-07-17 18:39:40.622907+00,"Augustini, conv.","Conversion of Augustine, Bishop and Doctor",14050510,"Holweck, pp. 119-20;",5,5,14,,
1492,2023-06-07 20:16:04.11527+00,2023-07-17 18:39:40.624116+00,"Augustini,8",In week after Augustine,14082808,,,,14,,
2585,2023-06-07 20:16:04.723011+00,2023-07-17 18:39:40.625457+00,Aureae,"Aurea, Abbess in Paris",14100410,"Holweck, p. 121;",10,4,14,,
4614,2024-07-14 22:01:30.537534+00,2024-07-14 22:01:46.331296+00,Aureliae Argentoratensis,"Aurelia, Virgin (4th century)",14101510,"Holweck, p. 121;",10,15,14,613,613
4265,2023-06-07 20:16:05.625212+00,2023-07-17 18:39:40.627867+00,Austremonii,"Austremonius (Stremoine), Bishop, Martyr, Apostle of Auvergne",14110160,,,,14,,
4489,2023-06-07 20:16:06.17612+00,2023-07-17 18:39:40.629086+00,Aviti,"Avitus, Abbot and Confessor, born at Aurillac",14061720,"Holweck, p. 126",6,17,14,,
2314,2023-06-07 20:16:06.68623+00,2023-07-17 18:39:40.630291+00,Baboleni,"Babolenus, Abbot",14062610,,6,26,14,,
4601,2023-08-15 19:52:09.428447+00,2023-08-15 19:52:09.428475+00,Babylae,"Babylas, Martyr, 12th Bishop of Antioch",14012420,"Holweck, p. 127;",1,24,14,613,
4602,2023-08-16 01:01:05.702484+00,2023-08-16 01:01:05.702524+00,Babylae Pampilonensis,"Babylas, Bishop of Pamplona",14103020,not in Holweck;,10,30,14,613,
2442,2023-06-07 20:16:06.903467+00,2023-07-17 18:39:40.631502+00,Balbinae,"Balbina, Virgin Martyr",14082850,,8,28,14,,
2121,2023-06-07 20:16:07.051752+00,2023-07-17 18:39:40.632734+00,Balthildis,"Balthildis (Bathildis), Queen",14013010,,1,30,14,,
2724,2023-06-07 20:16:07.264201+00,2023-07-17 18:39:40.63395+00,Barbarae,"Barbara, Virgin Martyr",14120400,,12,4,14,,
2187,2023-06-07 20:16:07.393424+00,2023-07-17 18:39:40.635156+00,Barbati,"Barbatus (Barbas), Bishop of Benevento",14021900,,2,19,14,,
2315,2023-06-07 20:16:07.596184+00,2023-07-17 18:39:40.636356+00,Barnabae,"Barnabas, Apostle",14061100,,6,11,14,,
2443,2023-06-07 20:16:07.839561+00,2023-07-17 18:39:40.637566+00,Bartholomaei,"Bartholomew, Apostle",14082400,,8,24,14,,
4566,2023-06-07 20:23:40.826414+00,2024-07-12 03:25:19.580465+00,"Basilicae BMV de Martyribus Ulyssipponensis, in dedicatione","Dedication of the Basilica of Our Lady of the Martyrs, Lisbon",14051320,,5,13,14,,613
2316,2023-06-07 20:16:08.018607+00,2023-07-17 18:39:40.638846+00,Basilidis et Soc.,"Basilides and Companions, Martyrs",14061200,,6,12,14,,
2122,2023-06-07 20:16:08.188625+00,2023-07-17 18:39:40.640119+00,Basilii,"Basil of Ancyra, Martyr",14010200,,1,2,14,,
2317,2023-06-07 20:16:08.33144+00,2023-07-17 18:39:40.641339+00,"Basilii, Doct.","Basil the Great, Doctor",14061400,,6,14,14,,
4608,2024-06-01 01:57:24.609371+00,2024-06-01 01:57:24.609394+00,Bavonis,"Bavo (Aldowin, Allowin) of Ghent",14100140,"Holweck, p. 143;",10,1,14,613,
2262,2023-06-07 20:16:08.476613+00,2023-07-17 18:39:40.642553+00,Bedae,"The Venerable Bede, Doctor",14052600,,5,26,14,,
2586,2023-06-07 20:16:08.633545+00,2023-07-17 18:39:40.643766+00,Benedictae,"Benedicta, Virgin Martyr",14100810,,10,8,14,,
2213,2023-06-07 20:16:09.117931+00,2023-07-17 18:39:40.644972+00,Benedicti,"Benedict, Abbot",14032100,,3,21,14,,
2214,2023-06-07 20:16:09.259192+00,2023-07-17 18:39:40.646202+00,Benedicti TP,"Benedict, Eastertide",14032180,,3,21,14,,
1493,2023-06-07 20:16:09.411844+00,2023-07-17 18:39:40.647435+00,"Benedicti, Fer.3","Benedict, for Tuesday within the octave",14032103,,,,14,,
1494,2023-06-07 20:16:09.5573+00,2023-07-17 18:39:40.648645+00,"Benedicti,8",In week after Benedict,14032108,,,,14,,
2663,2023-06-07 20:16:09.975643+00,2023-07-17 18:39:40.652298+00,Benigni,"Benignus of Dijon, Martyr",14110140,,11,1,14,,
2444,2023-06-07 20:16:10.162077+00,2023-07-17 18:39:40.653586+00,Bernardi,"Bernard, Abbot and Doctor",14082010,,8,20,14,,
1495,2023-06-07 20:16:10.304309+00,2023-07-17 18:39:40.654796+00,"Bernardi,8",In week after Bernard,14082018,,,,14,,
4266,2023-06-07 20:16:10.442453+00,2023-07-17 18:39:40.655977+00,Bernardini Senensis,"Bernardinus degl' Albizzeschi of Siena, Confessor",14052010,,,,14,,
4534,2023-06-07 20:16:10.625202+00,2023-07-17 18:39:42.425995+00,"Bernardini Senensis, transl.",Moving of relics of Bernardinus degl' Albizzeschi of Siena,14051710,"Holweck, p. 155 (May 18);",5,17,14,,
4555,2023-06-07 20:16:10.809129+00,2023-07-17 18:39:40.65716+00,Bernwardi Episcopi Hildesheimensis,"Bernward, Bishop of Hildesheim",14112020,"Holweck, p. 156;",11,20,14,,
2587,2023-06-07 20:16:10.955605+00,2023-07-17 18:39:40.658431+00,Birgittae,"Bridget of Sweden, Matron",14100840,,10,8,14,,
2188,2023-06-07 20:16:11.185174+00,2023-07-17 18:39:42.36636+00,Blasii,"Blaise, Bishop of Sebastea, Martyr",14020300,,2,3,14,,
1496,2023-06-07 20:16:11.32024+00,2023-07-17 18:39:42.365162+00,"Blasii,8",In week after Blaise,14020308,,,,14,,
4184,2023-06-07 20:16:12.432456+00,2023-07-17 18:39:40.666928+00,Bonaventurae,"Bonaventure, Bishop, Confessor, Doctor of the Church",14071420,"Holweck, pp. 164-5;",7,14,14,,
2318,2023-06-07 20:16:12.618713+00,2023-07-17 18:39:40.668173+00,Bonifacii,"Boniface, Archbishop and Martyr",14060500,,6,5,14,,
4269,2023-06-07 20:16:12.912181+00,2023-07-17 18:39:40.670568+00,Bononii,"Bononius, Abbot, Disciple of Romuald",14083010,,,,14,,
2365,2023-06-07 20:16:13.065454+00,2023-07-17 18:39:40.671777+00,Botuidi,"Botwid, Martyr",14072820,,7,28,14,,
4270,2023-06-07 20:16:13.214108+00,2023-07-17 18:39:40.672996+00,Botulphi,"Botulph, Abbot, founder of Ikanhoe monastery",14061710,,,,14,,
2664,2023-06-07 20:16:13.509456+00,2023-07-17 18:39:40.6742+00,Briccii,"Brice, Bishop of Tours",14111300,,11,13,14,,
4271,2023-06-07 20:16:13.652916+00,2023-07-17 18:39:40.675575+00,"Briccii,8",In week after Brice,14111308,,,,14,,
2189,2023-06-07 20:16:13.827671+00,2023-07-17 18:39:40.67678+00,Brigidae,"Brigid (Bride), Abbess",14020100,,2,1,14,,
4536,2023-06-07 20:16:13.969971+00,2023-07-17 18:39:40.678011+00,Brunonis Abbatis,"Bruno, Abbot, Founder of the Carthusian Order",14100610,"Holweck, pp. 173-74;",10,6,14,,
2660,2023-06-07 20:16:14.12752+00,2023-07-17 18:39:40.679238+00,Burchardi,"Burchard (Burkhard), Bishop and Confessor",14101410,,10,14,14,,
2665,2023-06-07 20:16:14.658162+00,2023-07-17 18:39:40.680469+00,Caeciliae,"Cecilia (Cecily), Virgin Martyr",14112200,,11,22,14,,
1497,2023-06-07 20:16:14.81153+00,2023-07-17 18:39:40.68174+00,"Caeciliae,8",In week after Cecilia,14112208,,,,14,,
