id,date_created,date_updated,name,description,feast_code,notes,month,day,prefix,created_by_id,last_updated_by_id
2798,2023-06-07 20:15:44.190356+00,2023-07-17 18:39:40.517302+00,Ad aspersionem aquae benedictae TP,For the sprinkling of Holy Water in Eastertide,16023080,,,,16,,
2104,2023-06-07 20:15:45.927007+00,2023-07-17 18:39:40.531383+00,Ad Nunc Dimittis TP,"Antiphons for the Nunc Dimittis canticle, Eastertide",16005080,,,,16,,
2230,2023-06-07 20:15:53.696899+00,2023-07-17 18:39:40.577159+00,Ambrosii TP,"Ambrose, Eastertide",14040480,,4,4,14,,
2214,2023-06-07 20:16:09.259192+00,2023-07-17 18:39:40.646202+00,Benedicti TP,"Benedict, Eastertide",14032180,,3,21,14,,
2212,2023-06-07 20:15:56.853324+00,2023-07-17 18:39:40.659647+00,Annuntiatio TP,"Annunciation of Mary, Eastertide",14032580,,3,25,14,,
1541,2023-06-07 20:16:33.157635+00,2023-07-17 18:39:40.719391+00,Comm. unius Confessoris Pontificis TP,"Common of one Confessor (Pope), Eastertide",12804100,,,,12,,
1525,2023-06-07 20:16:34.169457+00,2023-07-17 18:39:40.720584+00,Comm. unius Confessoris TP,"Common of one Confessor, Eastertide",12804000,,,,12,,
1488,2023-06-07 20:16:22.174578+00,2023-07-17 18:39:40.72788+00,Comm. Apostolorum sive Martyrum TP,"Common of Apostles or Martyrs, Eastertide",12801100,,,,12,,
1501,2023-06-07 20:16:22.428464+00,2023-07-17 18:39:40.729257+00,Comm. Apostolorum TP,"Common of Apostles, Eastertide",12801000,,,,12,,
2093,2023-06-07 20:16:23.827307+00,2023-07-17 18:39:40.738915+00,Comm. Evangelistarum TP,"Common of Evangelists, Eastertide",12811000,,,,12,,
1534,2023-06-07 20:16:24.862151+00,2023-07-17 18:39:40.743768+00,Comm. plurimorum Confessorum non Pontificum TP,"Common of several Confessors (not Popes), Eastertide",12805200,,,,12,,
1509,2023-06-07 20:16:25.271593+00,2023-07-17 18:39:40.746159+00,Comm. plurimorum Confessorum TP,"Common of several Confessors, Eastertide",12805000,,,,12,,
1514,2023-06-07 20:16:27.018965+00,2023-07-17 18:39:40.753441+00,Comm. plurimorum Martyrum TP,"Common of several Martyrs, Eastertide",12803000,,,,12,,
1532,2023-06-07 20:16:28.474494+00,2023-07-17 18:39:40.760548+00,Comm. plurimorum Virginum TP,"Common of several Virgins, Eastertide",12806000,,,,12,,
1536,2023-06-07 20:16:31.565443+00,2023-07-17 18:39:40.77635+00,Comm. unius Confessoris non Pontificis TP,"Common of one Confessor (not Pope), Eastertide",12804700,,,,12,,
4471,2023-06-07 20:16:37.273807+00,2023-07-17 18:39:40.783692+00,Comm. unius Martyris non Pontificis TP,"Common of one Martyr (not Pope), Eastertide",12802200,,,,12,,
1527,2023-06-07 20:16:37.898958+00,2023-07-17 18:39:40.787264+00,Comm. unius Martyris TP,"Common of one Martyr, Eastertide",12802000,,,,12,,
1544,2023-06-07 20:16:38.9908+00,2023-07-17 18:39:40.790881+00,Commem. Dom. Res.,Commemoration of Easter (last Sunday before Advent),09991000,according to Sibert's ordinal,,,09,,
1549,2023-06-07 20:16:39.660395+00,2023-07-17 18:39:40.794532+00,Compassio Mariae TP,"The Sorrows of Mary, celebrated Friday after third Sun. after Easter",08046010,,,,08,,
1555,2023-06-07 20:16:45.649497+00,2023-07-17 18:39:40.828187+00,De Angelis TP,"Memorial chants for Angels, Eastertide",12813000,,,,12,,
1563,2023-06-07 20:16:47.351893+00,2023-07-17 18:39:40.837891+00,De BMV TP,"Votive Office for Mary, Eastertide",15008080,,,,15,,
1879,2023-06-07 20:16:48.94614+00,2023-07-17 18:39:40.847371+00,De festis duplicibus majoribus TP,Chants for feasts of duplex major rank in Eastertide,16016082,,,,16,,
1880,2023-06-07 20:16:49.304346+00,2023-07-17 18:39:40.849753+00,De festis duplicibus minoribus TP,Chants for feasts of duplex minor rank in Eastertide,16016081,,,,16,,
1884,2023-06-07 20:16:49.64826+00,2023-07-17 18:39:40.852135+00,De festis semiduplicibus TP,Chants for feasts of semiduplex rank in Eastertide,16015080,,,,16,,
2038,2023-06-07 20:25:30.909487+00,2023-07-17 18:39:40.85449+00,Suff. Justinae TP,"Memorial chants for Justina, Eastertide",15092680,,,,15,,
1529,2023-06-07 20:16:38.805185+00,2023-07-17 18:39:40.855751+00,Comm. unius Virginis TP,"Common of one Virgin, Eastertide",12807100,,,,12,,
1570,2023-06-07 20:16:51.983809+00,2023-07-17 18:39:40.860579+00,De Plur. Sanctis TP,"Common of several Saints, Eastertide",12815100,,,,12,,
1573,2023-06-07 20:16:53.197819+00,2023-07-17 18:39:40.865417+00,De Sancta Lancea,The Holy Lance; on the Friday after the Octave of Easter,08026010,,,,08,,
1575,2023-06-07 20:16:53.834649+00,2023-07-17 18:39:40.867828+00,De Sanctis TP,"Common of Saints, Eastertide",12815000,,,,12,,
1609,2023-06-07 20:17:13.689292+00,2023-07-17 18:39:40.949779+00,Dom. 2 p. Pascha,2nd Sunday after Easter,08031000,,,,08,,
1610,2023-06-07 20:17:13.897192+00,2023-07-17 18:39:40.951026+00,"Dom. 2 p. Pascha,8",In 3rd week after Easter,08031008,,,,08,,
1630,2023-06-07 20:17:18.932136+00,2023-07-17 18:39:40.971422+00,Dom. 3 p. Pascha,3rd Sunday after Easter,08041000,,,,08,,
1631,2023-06-07 20:17:19.132562+00,2023-07-17 18:39:40.972612+00,"Dom. 3 p. Pascha,8",In 4th week after Easter,08041008,,,,08,,
1637,2023-06-07 20:17:21.14826+00,2023-07-17 18:39:40.979701+00,Dom. 4 p. Pascha,4th Sunday after Easter,08051000,,,,08,,
1638,2023-06-07 20:17:21.344312+00,2023-07-17 18:39:40.980857+00,"Dom. 4 p. Pascha,8",In 5th week after Easter,08051008,,,,08,,
