id,date_created,date_updated,name,description,feast_code,notes,month,day,prefix,created_by_id,last_updated_by_id
2517,2023-06-07 20:15:48.304027+00,2023-07-17 18:39:40.545736+00,Aegidii,"Aegidius (Giles), Abbot",14090100,,9,1,14,,
4527,2023-06-07 20:15:48.448587+00,2023-07-17 18:39:40.547025+00,"Aemigdii, Episc. et Martyr","Emygdius (Emidius), Bishop Martyr",14080530,"Holweck, p. 319; celebrated on Aug. 9 after 1913",8,5,14,,
4170,2023-06-07 20:15:52.576858+00,2023-07-17 18:39:40.569677+00,Aloisii Gonzagae,"Aloysius (Luigi) Gonzaga, Confessor, Patron of youthful Catholic students",14062120,"Holweck, p. 52;",6,21,14,,
2229,2023-06-07 20:15:53.514147+00,2023-07-17 18:39:40.575935+00,Ambrosii,"Ambrose, Bishop of Milan, Doctor",14040400,,4,4,14,,
2230,2023-06-07 20:15:53.696899+00,2023-07-17 18:39:40.577159+00,Ambrosii TP,"Ambrose, Eastertide",14040480,,4,4,14,,
2118,2023-06-07 20:15:53.847357+00,2023-07-17 18:39:40.578382+00,Anastasii,"Anastasius the Persian, Martyr",14012210,,1,22,14,,
2186,2023-06-07 20:15:57.147898+00,2023-07-17 18:39:40.591965+00,Ansgarii,"Anskar, Bishop and Confessor",14020310,Dates: 801-865,2,3,14,,
2119,2023-06-07 20:15:57.697457+00,2023-07-17 18:39:40.594454+00,Antonii,"Antony, Abbot",14011700,,1,17,14,,
4176,2023-06-07 20:15:57.986312+00,2023-07-17 18:39:40.59569+00,Antonii Mariae Zaccaria,"Antonio Maria Zaccaria, Confessor, Founder of the Clerks Regular of St. Paul (Barnabites)",14070500,"Holweck, p. 90;",7,5,14,,
2313,2023-06-07 20:15:58.204042+00,2023-07-17 18:39:40.596923+00,Antonii Patavini,"Anthony of Padua, Doctor",14061300,,6,13,14,,
4553,2023-06-07 20:15:59.6181+00,2023-07-17 18:39:40.605555+00,Aredii Nivernensis,"Aredius (Aregius, Arigius, Agricius, Aré) of Nevers, Bishop",14081660,"Holweck, p. 102;",8,16,14,,
2260,2023-06-07 20:16:02.624843+00,2023-07-17 18:39:40.615311+00,Athanasii,"Athanasius, Archbishop of Alexandria",14050200,,5,2,14,,
4265,2023-06-07 20:16:05.625212+00,2023-07-17 18:39:40.627867+00,Austremonii,"Austremonius (Stremoine), Bishop, Martyr, Apostle of Auvergne",14110160,,,,14,,
2122,2023-06-07 20:16:08.188625+00,2023-07-17 18:39:40.640119+00,Basilii,"Basil of Ancyra, Martyr",14010200,,1,2,14,,
2317,2023-06-07 20:16:08.33144+00,2023-07-17 18:39:40.641339+00,"Basilii, Doct.","Basil the Great, Doctor",14061400,,6,14,14,,
2318,2023-06-07 20:16:12.618713+00,2023-07-17 18:39:40.668173+00,Bonifacii,"Boniface, Archbishop and Martyr",14060500,,6,5,14,,
2826,2023-06-07 20:16:12.769423+00,2023-07-17 18:39:40.669383+00,Bonifatii Martyris,,,,5,14,,,
4269,2023-06-07 20:16:12.912181+00,2023-07-17 18:39:40.670568+00,Bononii,"Bononius, Abbot, Disciple of Romuald",14083010,,,,14,,
2664,2023-06-07 20:16:13.509456+00,2023-07-17 18:39:40.6742+00,Briccii,"Brice, Bishop of Tours",14111300,,11,13,14,,
