type,siglum,id,incipit
chant,A-Gu,243217,Domine deus virtutum converte nos
chant,A-Gu,243227,Domine deus virtutum*
chant,A-Gu,243239,Domine deus virtutum*
chant,A-Gu,243318,Domine deus virtutum*
chant,A-Gu,243433,Domine deus virtutum converte nos
chant,A-Gu,243629,Domine audivi auditum tuum et
chant,A-Gu,243643,Domine audivi auditum tuum et
chant,A-Gu,243747,Domine audivi auditum tuum et
chant,A-Gu,244078,Domine in virtute tua laetabitur
chant,A-Gu,244082,Domine ne in ira tua
chant,A-Gu,244101,Domine dilexi decorem domus tuae
chant,A-Gu,244107,Domine deus Israel exaudi preces
chant,A-Gu,244154,Domine in caelo misericordia tua
chant,A-Gu,244157,Domine in caelo misericordia tua
chant,A-Gu,244205,Domine deus meus in te 
chant,A-Gu,244234,Domine deus in adjutorium meum
chant,A-Gu,244270,Domine deus propitius esto populo
chant,A-Gu,244273,Domine deus virtutum convertere respice
chant,A-Gu,244281,Domine refugium factus es nobis
chant,A-Gu,244284,Domine refugium factus es nobis
chant,A-Gu,244293,Domine probasti me et cognovisti
chant,A-Gu,244295,Domine clamavi ad te exaudi
chant,A-Gu,244320,Domine audivi auditum tuum et
chant,A-Gu,244341,Domine exaudi orationem*
chant,A-Gu,244342,Domine exaudi orationem meam et 
chant,A-Gu,244370,Domine si tu vis potes
chant,A-Gu,244371,Domine puer meus jacet paralyticus
chant,A-Gu,244372,Domine non sum dignus ut
chant,A-Gu,244377,Domine salva nos perimus impera 
chant,A-Gu,244410,Domine audivi auditum tuum et 
chant,A-Gu,244518,Domine deus Israel exaudi preces 
chant,A-Gu,244583,Domine refugium tu factus es 
chant,A-Gu,244619,Domine non habeo hominem ut
chant,A-Gu,244623,Domine bonum est nos hic
chant,A-Gu,244653,Domine tu dixisti mihi revertere
chant,A-Gu,244658,Domine labia mea aperies et
chant,A-Gu,244667,Domine refugium*
chant,A-Gu,244669,Domine dimitte eam quia clamat
chant,A-Gu,244761,Domine ut video propheta es
chant,A-Gu,244818,Domine deus salutis meae in 
chant,A-Gu,244833,Domine si hic fuisses Lazarus
chant,A-Gu,244845,Domine deus meus in*
chant,A-Gu,244865,Domine libera animam meam*
chant,A-Gu,244867,Domine labia mea aperies et 
chant,A-Gu,244923,Domine deus meus in te 
chant,A-Gu,244943,Domine libera animam meam alleluia
chant,A-Gu,244995,Domine vim patior responde pro
chant,A-Gu,245064,Domine miserere Christe dominus factus
chant,A-Gu,245091,Domine tu mihi lavas pedes 
chant,A-Gu,245092,Domine non tantum pedes sed 
chant,A-Gu,245164,Domine abstraxisti ab inferis animam
chant,A-Gu,245402,Domine Jesu Christe magister bone
chant,A-Gu,245616,Domine libera animam meam a
chant,A-Gu,245628,Domine suscipe me ut cum
chant,A-Gu,245650,Domine suscipe me ut cum*
chant,A-Gu,246303,Domine rex aeterne qui es
chant,A-Gu,246324,Domine rex aeterne*
chant,A-Gu,246339,Domine rex aeterne qui es
chant,A-Gu,246974,Domine praevenisti eum in benedictionibus
chant,A-Gu,246977,Domine iste sanctus habitabit in 
chant,A-Gu,247067,Domine dominus noster quam admirabile 
chant,A-Gu,247071,Domine quinque talenta tradidisti mihi
chant,A-Gu,247080,Domine iste sanctus habitabit in 
chant,A-Gu,247145,Domine quinque talenta tradidisti mihi 
chant,A-Gu,247163,Domine iste sanctus*
chant,A-Gu,247167,Domine praevenisti*
chant,A-Gu,247213,Domine quinque talenta*
chant,A-Gu,247748,Domine si in tempore hoc
chant,A-Gu,248145,Domine in virtute tua*
chant,A-Gu,248158,Domine qui custodis pactum et
chant,A-Gu,248159,Domine si conversus fuerit populus
chant,A-Gu,248206,Domine factum est ut imperasti
chant,A-Gu,248207,Domine factum est ut imperasti
chant,A-Gu,248235,Domine pater et deus vitae
chant,A-Gu,248239,Domine pater et deus vitae
chant,A-Gu,248360,Domine deus*
chant,A-Gu,248369,Domine rex omnipotens in ditione
chant,A-Gu,248370,Domine rex omnipotens in ditione
chant,A-Gu,248381,Domine deus exercituum magne et
chant,A-Gu,248382,Domine deus qui conteris bella
chant,A-Gu,248388,Domine rex omnipotens in ditione 
chant,A-Gu,248393,Domine deus caeli et terrae
chant,A-Gu,248499,Domine descende ut sanes filium 
chant,A-Gu,248528,Domine dilexi decorem*
chant,A-Gu,248577,Domine dilexi decorem*
chant,A-Gu,248762,Domine ostende nobis patrem et
chant,A-Gu,248772,Domine ostende*
chant,A-Gu,249289,Domine quinque talenta*
chant,A-Gu,249325,Domine si tu es jube
chant,A-Gu,249538,Domine deus noster*
chant,A-Gu,249547,Domine iste sanctus*
chant,A-Gu,249601,Domine si tu es jube*
chant,A-Gu,249643,Domine quinque*
chant,A-Gu,249885,Domine non aspicias*
chant,A-Gu,249923,Domine non aspicias peccata mea
chant,A-Gu,250239,Domine libera animam meam a
chant,A-Gu,250748,Domine iste sanctus*
chant,A-Gu,250754,Domine praevenisti*
chant,A-Gu,250769,Domine mi rex da mihi
chant,A-Gu,250783,Domine mi rex*
chant,A-Gu,251031,Domine iste sanctus*
chant,A-Gu,251049,Domine rex aeterne qui es
chant,A-Gu,251051,Domine rex*
chant,A-Gu,251058,Domine libera animam meam a
chant,A-Gu,251075,Domine rex aeterne*
chant,A-Gu,251150,Domine rex*
chant,A-Gu,251244,Domine iste sanctus cum*
chant,A-Gu,251247,Domine praevenisti eum*
chant,A-Gu,251368,Domine Jesu Christe ne despicias 
chant,A-Gu,251557,Domine qui operati sunt justitiam
chant,A-Gu,251566,Domine spes sanctorum et turris
chant,A-Gu,251569,Domine deus virtutum beati omnes
chant,A-Gu,251618,Domine deus noster*
chant,A-Gu,251634,Domine si adhuc populo tuo
chant,A-Gu,251635,Domine si adhuc in eodem
chant,A-Gu,251637,Domine si adhuc populo tuo
chant,A-Gu,251667,Domine si adhuc populo tuo
chant,A-Gu,251681,Domine deus noster cujus gratia
chant,A-Gu,251683,Domine si adhuc*
chant,A-Gu,251711,Domine deus noster*
chant,A-Gu,251754,Domine iste sanctus*
chant,A-Gu,251758,Domine praevenisti*
chant,A-Gu,251886,Domine Jesu Christe seminator casti
chant,A-Gu,251909,Domine Jesu Christe pastor bone
chant,A-Gu,251934,Domine Jesu Christe*
chant,A-Gu,251952,Domine praevenisti*
chant,A-Gu,251955,Domine iste sanctus*
chant,A-Gu,252136,Domine Jesu Christe magister bone
chant,A-Gu,252492,Domine praevenisti eum in benedictionibus 
chant,A-Gu,252496,Domine iste sanctus habitabit in
chant,A-Gu,252587,Domine dominus noster quam admirabile
chant,A-Gu,252591,Domine quinque talenta tradidisti mihi 
chant,A-Gu,252600,Domine iste sanctus habitabit in
chant,A-Gu,252665,Domine quinque talenta tradidisti mihi
chant,A-Gu,252682,Domine iste sanctus*
chant,A-Gu,252686,Domine praevenisti*
chant,A-Gu,252733,Domine quinque*
chant,A-Gu,653931,Domine deus salutis meae in
chant,A-Gu,654085,Domine deus virtutum*
chant,A-Gu,654289,Domine dominus noster* 
chant,A-Gu,654500,Domine bonum est nos hic 
chant,A-Gu,654529,Domine labia mea aperies et
chant,A-Gu,654693,Domine si hic fuisses Lazarus
chant,A-Gu,657818,Domine labia mea aperies et
chant,A-Gu,657926,Domine vim patior responde pro
chant,A-Gu,658005,Domine miserere nobis
chant,A-Gu,658125,Domine abstraxisti ab inferis animam
chant,A-Gu,658161,Domine deus virtutum converte nos
chant,A-Gu,658547,Domine audivi auditum tuum et 
chant,A-Gu,658779,Domine si in tempore hoc 
chant,A-Gu,658820,Domine libera animam meam a 
chant,A-Gu,658939,Domine ostende nobis patrem et
chant,A-Gu,658944,Domine ostende*
chant,A-Gu,659263,Domine si tu es jube 
chant,A-Gu,662495,Domine mi rex da mihi 
chant,A-Gu,662698,Domine deus sabaoth omnium dignitatum 
chant,A-Gu,662830,Domine Jesu Christe ne despicias
chant,A-Gu,662869,Domine qui operati sunt justitiam
chant,A-Gu,662903,Domine spes sanctorum et turris 
chant,A-Gu,662910,Domine deus virtutum beati omnes 
chant,A-Gu,662989,Domine deus noster cujus gratia 
chant,A-Gu,663013,Domine si adhuc populo tuo 
chant,A-Gu,663014,Domine si adhuc in eodem
chant,A-Gu,663046,Domine si adhuc populo tuo
chant,A-Gu,663226,Domine Jesu Christe seminator casti 
chant,A-Gu,663233,Domine Jesu Christe pastor bone
chant,A-Gu,663570,Domine dilexi decorem*
chant,A-Gu,663792,Domine quinque talenta tradidisti mihi
chant,A-Gu,663799,Domine dominus noster quam admirabile
chant,A-Gu,663806,Domine iste sanctus habitabit in
chant,A-Gu,663906,Domine deus meus in te
chant,A-Gu,663928,Domine qui custodis pactum et
chant,A-Gu,663929,Domine si conversus fuerit populus
chant,A-Gu,663933,Domine in virtute tua laetabitur 
chant,A-Gu,663960,Domine pater et deus vitae
chant,A-Gu,663961,Domine pater et deus vitae
chant,A-Gu,664035,Domine deus caeli et terrae
chant,A-Gu,664038,Domine deus qui conteris bella 
chant,A-Gu,664040,Domine rex omnipotens in ditione
chant,A-Gu,664045,Domine deus caeli et terrae 
chant,A-Gu,664119,Domine audivi auditum tuum et 
chant,A-Gu,664152,Domine factum est ut imperasti
chant,A-Gu,664203,Domine descende ut sanes filium 
chant,A-Gu,664216,Domine dilexi decorem domus tuae
chant,A-Gu,664220,Domine audivi auditum tuum et
chant,A-Gu,664391,Domine virtus et laetitia rectorum
chant,A-Gu,664421,Domine suscipe me ut cum
chant,A-Gu,664586,Domine ne in ira tua
chant,A-Gu,664611,Domine dilexi decorem domus tuae
chant,A-Gu,664712,Domine ne in ira tua
chant,A-Gu,664759,Domine deus in adjutorium meum
chant,A-Gu,664773,Domine refugium factus es nobis
chant,A-Gu,664802,Domine audivi auditum tuum et
chant,A-Gu,664808,Domine probasti me et cognovisti 
chant,A-Gu,664810,Domine clamavi ad te exaudi 
chant,A-Gu,664821,Domine exaudi* 
chant,A-Gu,664824,Domine exaudi orationem meam et
chant,A-Gu,664839,Domine si tu vis potes
chant,A-Gu,664840,Domine puer meus jacet paralyticus
chant,A-Gu,664841,Domine non sum dignus ut
chant,A-Gu,664844,Domine salva nos perimus impera
chant,A-KN,285001,Domine si tu es jube
chant,A-KN,285590,Domine mi rex da mihi
chant,A-KN,285854,Domine dilexi decorem domus tuae
chant,A-KN,285858,Domine dilexi*
chant,A-KN,286001,Domine qui operati sunt justitiam 
chant,A-KN,286010,Domine spes sanctorum et turris
chant,A-KN,286044,Domine deus noster cujus gratia
chant,A-KN,286058,Domine si adhuc populo tuo 
chant,A-KN,286059,Domine si adhuc in eodem 
chant,A-KN,286081,Domine si adhuc populo tuo
chant,A-KN,286111,Domine deus noster*
chant,A-KN,286114,Domine si adhuc*
chant,A-KN,286134,Domine Jesu Christe seminator casti
chant,A-KN,286141,Domine Jesu Christe pastor bone 
chant,A-KN,286438,Domine quinque talenta tradidisti mihi
chant,A-KN,286445,Domine dominus noster quam admirabile
chant,A-KN,286450,Domine iste sanctus habitabit in 
chant,A-KN,286652,Domine qui custodis pactum et 
chant,A-KN,286653,Domine si conversus fuerit populus 
chant,A-KN,286695,Domine pater et deus vitae
chant,A-KN,286696,Domine pater et deus vitae
chant,A-KN,286794,Domine deus qui conteris bella
chant,A-KN,286800,Domine rex omnipotens in ditione
chant,A-KN,286801,Domine rex omnipotens in ditione
chant,A-KN,286894,Domine factum est ut imperasti
chant,A-KN,286960,Domine descende ut sanes filium
chant,A-KN,286967,Domine filia mea modo defuncta
chant,A-KN,287043,Domine deus virtutum*
chant,A-KN,287294,Domine deus virtutum converte nos
chant,A-KN,287448,Domine audivi auditum tuum et
chant,A-KN,287554,Domine libera animam meam a
chant,A-KN,287621,Domine suscipe me ut cum
chant,A-KN,287719,Domine audivi auditum tuum et
chant,A-KN,287758,Domine audivi*
chant,A-KN,287770,Domine audivi*
