id,date_created,date_updated,name,description,feast_code,notes,month,day,prefix,created_by_id,last_updated_by_id
1471,2023-06-07 20:15:44.424517+00,2023-07-17 18:39:40.52005+00,Ad Benedicite,Antiphons for the Benedicite canticle,16001000,,,,16,,
1472,2023-06-07 20:15:44.60927+00,2023-07-17 18:39:40.521683+00,Ad Benedictus,Antiphons for the Benedictus canticle,16002000,,,,16,,
1473,2023-06-07 20:15:44.79078+00,2023-07-17 18:39:40.523209+00,Ad Completorium,For Compline,16006000,,,,16,,
1474,2023-06-07 20:15:45.106072+00,2023-07-17 18:39:40.525849+00,Ad Magnificat,Antiphons for the Magnificat canticle,16003000,,,,16,,
1475,2023-06-07 20:15:45.385398+00,2023-07-17 18:39:40.527269+00,Ad Mandatum,At the Mandatum (Foot-Washing),07065010,,,,07,,
1476,2023-06-07 20:15:45.616372+00,2023-07-17 18:39:40.528622+00,Ad Missam,Mass chants appearing as a group,16012000,,,,16,,
1477,2023-06-07 20:15:45.767411+00,2023-07-17 18:39:40.530037+00,Ad Nunc Dimittis,Antiphons for the Nunc Dimittis canticle,16005000,,,,16,,
2104,2023-06-07 20:15:45.927007+00,2023-07-17 18:39:40.531383+00,Ad Nunc Dimittis TP,"Antiphons for the Nunc Dimittis canticle, Eastertide",16005080,,,,16,,
1478,2023-06-07 20:15:46.072259+00,2023-07-17 18:39:40.53274+00,Ad Processionem,For Processions,16009000,,,,16,,
1470,2023-06-07 20:15:43.910344+00,2023-07-17 18:39:42.281726+00,Ad aquam benedictio,Chants for the blessing of water,16010000,"RENAME TO ""Benedictio aquae""?",,,16,,
2797,2023-06-07 20:15:44.054579+00,2023-07-17 18:39:40.589392+00,Ad aspersionem aquae benedictae,For the sprinkling of Holy Water,16023000, ,,,16,,
2798,2023-06-07 20:15:44.190356+00,2023-07-17 18:39:40.517302+00,Ad aspersionem aquae benedictae TP,For the sprinkling of Holy Water in Eastertide,16023080,,,,16,,
2800,2023-06-07 20:15:44.915987+00,2023-07-17 18:39:40.524497+00,Ad lavandum altaria,Chants for the washing of the altar,16024000,,,,16,,
1480,2023-06-07 20:15:46.468803+00,2023-07-17 18:39:40.535334+00,Ad visitandum infirmum,Chants for the visiting of the sick,16013000,,,,16,,
1481,2023-06-07 20:15:47.502982+00,2023-11-02 19:35:40.579674+00,Additamenta,"Added or Miscellaneous Items

To be used when the feast designation is unknown/unknowable because it was not provided by the scribe(s).",17001000,,,,17,,12877
1487,2023-06-07 20:15:57.4856+00,2023-07-17 18:39:40.593227+00,Antiphonae Majores,Great 'O' Antiphons,01048010,,,,01,,
1489,2023-06-07 20:16:00.695121+00,2023-07-17 18:39:40.609232+00,Ascensio Domini,Ascension Thursday,08065000,,,,08,,
1490,2023-06-07 20:16:00.956108+00,2023-07-17 18:39:40.610456+00,"Ascensio Domini,8",In week after Ascension,08065008,,,,08,,
4206,2023-06-07 20:16:01.299523+00,2023-07-17 18:39:40.611677+00,"Ascensionis Domini, in vigilia",Eve of Ascension,08064001,"^formerly ""Vig. Ascensionis Domini""",,,08,,
4445,2023-06-07 20:16:09.697674+00,2023-07-17 18:39:40.649863+00,Benedictio crucis,Chants for the blessing of the cross,16048000,,,,16,,
4223,2023-06-07 20:16:19.214104+00,2023-07-17 18:39:40.710732+00,Circumcisio Domini,The circumcision of Christ,02010110,,1,1,02,,
1544,2023-06-07 20:16:38.9908+00,2023-07-17 18:39:40.790881+00,Commem. Dom. Res.,Commemoration of Easter (last Sunday before Advent),09991000,according to Sibert's ordinal,,,09,,
1549,2023-06-07 20:16:39.660395+00,2023-07-17 18:39:40.794532+00,Compassio Mariae TP,"The Sorrows of Mary, celebrated Friday after third Sun. after Easter",08046010,,,,08,,
1550,2023-06-07 20:16:40.398813+00,2023-07-17 18:39:40.798239+00,Conductus,Conductus,16008000,,,,16,,
1551,2023-06-07 20:16:42.713319+00,2023-07-17 18:39:40.809081+00,Corporis Christi,"Corpus Christi (also ""Blessed Sacrament"")",09015000,,,,09,,
1552,2023-06-07 20:16:42.883803+00,2023-07-17 18:39:40.810283+00,"Corporis Christi,8",In week after Corpus Christi,09015008,,,,09,,
1564,2023-06-07 20:16:48.035454+00,2023-07-17 18:39:40.842614+00,De Esdras,"Summer Histories, from Esdras",10700000,,,,10,,
1565,2023-06-07 20:16:48.407498+00,2023-07-17 18:39:40.843821+00,De Esther,"Summer Histories, from Esther",10600000,,,,10,,
1566,2023-06-07 20:16:50.662127+00,2023-07-17 18:39:40.91862+00,De Job,"Summer Histories, from Job",10300000,,,,10,,
1567,2023-06-07 20:16:51.035562+00,2023-07-17 18:39:40.857012+00,De Judith,"Summer Histories, from Judith",10500000,,,,10,,
1568,2023-06-07 20:16:51.520513+00,2023-07-17 18:39:40.8582+00,De Machabaeis,"Summer Histories, from Maccabees",10800000,,,,10,,
1571,2023-06-07 20:16:52.066813+00,2023-07-17 18:39:40.861797+00,De Prophetis,"Summer Histories, from the Prophets",10900000,,,,10,,
1572,2023-06-07 20:16:52.830277+00,2023-07-17 18:39:40.863013+00,De Regum,"Summer Histories, from Kings",10100000,,,,10,,
1573,2023-06-07 20:16:53.197819+00,2023-07-17 18:39:40.865417+00,De Sancta Lancea,The Holy Lance; on the Friday after the Octave of Easter,08026010,,,,08,,
