id,name,month,day,feast_code,description
1944,LITURA,,,00000001,Indicates that the liturgical occasion is unknown or missing due to an erasure in the manuscript or other removal (e.g. fragmentation) of information that was previously present.
1927,In tempore Adventus,,,01000000,"General, in Advent"
1657,Dom. Adventus,,,01001000,Sundays in Advent
1709,Fer. 2 Adventus,,,01002000,Mondays in Advent
1740,Fer. 3 Adventus,,,01003000,Tuesdays in Advent
1769,Fer. 4 Adventus,,,01004000,Wednesdays in Advent
1981,Sabb. Adventus,,,01007000,Saturdays in Advent
1903,Hebd. Adventus,,,01008000,Weekdays in Advent
1581,Dom. 1 Adventus,,,01011000,1st Sunday of Advent
1712,Fer. 2 Hebd. 1 Adv.,,,01012000,"Monday, 1st week, Advent"
1743,Fer. 3 Hebd. 1 Adv.,,,01013000,"Tuesday, 1st week, Advent"
1773,Fer. 4 Hebd. 1 Adv.,,,01014000,"Wednesday, 1st week, Advent"
1803,Fer. 5 Hebd. 1 Adv.,,,01015000,"Thursday, 1st week, Advent"
1829,Fer. 6 Hebd. 1 Adv.,,,01016000,"Friday, 1st week, Advent"
2004,Sabbato Hebd. 1 Adv.,,,01017000,"Saturday, 1st week, Advent"
1890,Hebd. 1 Adventus,,,01018000,1st week of Advent
1606,Dom. 2 Adventus,,,01021000,2nd Sunday of Advent
1714,Fer. 2 Hebd. 2 Adv.,,,01022000,"Monday, 2nd week, Advent"
1745,Fer. 3 Hebd. 2 Adv.,,,01023000,"Tuesday, 2nd week, Advent"
1775,Fer. 4 Hebd. 2 Adv.,,,01024000,"Wednesday, 2nd week, Advent"
1805,Fer. 5 Hebd. 2 Adv.,,,01025000,"Thursday, 2nd week, Advent"
1831,Fer. 6 Hebd. 2 Adv.,,,01026000,"Friday, 2nd week, Advent"
2005,Sabbato Hebd. 2 Adv.,,,01027000,"Saturday, 2nd week, Advent"
1892,Hebd. 2 Adventus,,,01028000,2nd week of Advent
1977,Q.T. Adventus,,,01030009,"Ember Days, Advent"
1628,Dom. 3 Adventus,,,01031000,3rd Sunday of Advent
1717,Fer. 2 Hebd. 3 Adv.,,,01032000,"Monday, 3rd week, Advent"
1748,Fer. 3 Hebd. 3 Adv.,,,01033000,"Tuesday, 3rd week, Advent"
1778,Fer. 4 Hebd. 3 Adv.,,,01034000,"Wednesday, 3rd week, Advent"
1795,Fer. 4 Q.T. Adventus,,,01034009,"Ember Day, Advent (Wednesday)"
1808,Fer. 5 Hebd. 3 Adv.,,,01035000,"Thursday, 3rd week, Advent"
1823,Fer. 5 Q.T. Adventus,,,01035009,"Ember Day, Advent (Thursday)"
1834,Fer. 6 Hebd. 3 Adv.,,,01036000,"Friday, 3rd week, Advent"
1850,Fer. 6 Q.T. Adventus,,,01036009,"Ember Day, Advent (Friday)"
2006,Sabbato Hebd. 3 Adv.,,,01037000,"Saturday, 3rd week, Advent"
1996,Sabb. Q.T. Adventus,,,01037009,"Ember Day, Advent (Saturday)"
1895,Hebd. 3 Adventus,,,01038000,3rd week of Advent
1635,Dom. 4 Adventus,,,01041000,4th Sunday of Advent
1721,Fer. 2 Hebd. 4 Adv.,,,01042000,"Monday, 4th week, Advent"
1752,Fer. 3 Hebd. 4 Adv.,,,01043000,"Tuesday, 4th week, Advent"
1782,Fer. 4 Hebd. 4 Adv.,,,01044000,"Wednesday, 4th week, Advent"
1812,Fer. 5 Hebd. 4 Adv.,,,01045000,"Thursday, 4th week, Advent"
1837,Fer. 6 Hebd. 4 Adv.,,,01046000,"Friday, 4th week, Advent"
2007,Sabbato Hebd. 4 Adv.,,,01047000,"Saturday, 4th week, Advent"
1898,Hebd. 4 Adventus,,,01048000,4th week of Advent
1487,Antiphonae Majores,,,01048010,Great 'O' Antiphons
2159,Octava Nat. Domini,1,1,02010100,Octave of Christmas (Circumcision)
1962,"Octava Nat. Domini,8",,,02010108,In week after Octave of Christmas
4223,Circumcisio Domini,1,1,02010110,The circumcision of Christ
2160,Octava Stephani,1,2,02010200,Octave of Stephen
2155,Oct. Joannis Evang.,1,3,02010300,Octave of John the Evangelist
2156,Oct. Nat. Innocent.,1,4,02010400,Octave of Holy Innocents
4510,Vigilia Epiphaniae,1,5,02010500,Eve of Epiphany
1684,Dom. per annum,,,04001000,"Sundays, Ferial Office"
1669,Dom. p. Epiphaniam,,,05001000,Sundays after Epiphany
2178,Vigilia Epiphaniae,1,5,05010500,Eve of Epiphany
2135,Epiphania,1,6,05010600,Epiphany
1707,"Epiphania,8",,,05010608,In week after Epiphany
2126,Die 2 p. Epiphaniam,1,7,05010700,"1st day after Epiphany (2nd day ""of"" Epiphany)"
2127,Die 3 p. Epiphaniam,1,8,05010800,"2nd day after Epiphany (3rd day ""of"" Epiphany)"
2128,Die 4 p. Epiphaniam,1,9,05010900,"3rd day after Epiphany (4th day ""of"" Epiphany)"
2129,Die 5 p. Epiphaniam,1,10,05011000,4th day after Epiphany (5th day of Epiphany)
2103,Dom. 1 p. Epiphaniam,,,05011010,"1st Sunday after Epiphany (Sunday within the octave of Epiphany,  'Dom. Infra Oct. Epiph.')"
1583,"Dom. 1 p. Epiph.,8",,,05011018,In the week following the 1st Sunday after Epiphany
4587,"Sanctae familiae Jesu, Mariae, Joseph",,,05011020,The Holy Family
2130,Die 6 p. Epiphaniam,1,11,05011100,"5th day after Epiphany (6th day ""of"" Epiphany"
2131,Die 7 p. Epiphaniam,1,12,05011200,"6th day after Epiphany (7th day ""of"" Epiphany)"
2158,Octava Epiphaniae,1,13,05011300,Octave of Epiphany
1730,Fer. 2 p. Epiphaniam,,,05012000,"Monday, 1st week after Epiphany"
1759,Fer. 3 p. Epiphaniam,,,05013000,"Tuesday, 1st week after Epiphany"
1790,Fer. 4 p. Epiphaniam,,,05014000,"Wednesday, 1st week after Epiphany"
1817,Fer. 5 p. Epiphaniam,,,05015000,"Thursday, 1st week after Epiphany"
1843,Fer. 6 p. Epiphaniam,,,05016000,"Friday, 1st week after Epiphany"
1992,Sabb. p. Epiphaniam,,,05017000,"Saturday, 1st week after Epiphany"
